Puntaje estudiante;;;;;;;;;;Municipio estudiante;;;Departamento estudiante;
Puntaje total;ESTU_CONSECUTIVO;PUNT_LENGUAJE;PUNT_MATEMATICAS;PUNT_C_SOCIALES;PUNT_FILOSOFIA;PUNT_BIOLOGIA;PUNT_QUIMICA;PUNT_FISICA;PUNT_INGLES;CODIGO;ESTU_RESIDE_MCPIO;;CODIGO;DEPARTAMENTO
413;SABER1120121036450;56;49;49;53;48;58;49;51;;;;;
380;SABER1120121036451;54;55;46;39;49;47;39;51;;;;;
462;SABER1120121036452;61;65;47;52;54;57;63;63;;;;;
437;SABER1120121036453;54;71;53;47;51;53;65;43;;;;;
314;SABER1120121036454;46;37;46;38;37;42;29;39;;;;;
354;SABER1120121036455;46;41;44;38;54;45;43;43;;;;;
509;SABER1120121036456;61;62;60;68;60;60;68;70;;;;;
484;SABER1120121036457;61;68;58;64;55;54;54;70;;;;;
349;SABER1120121036458;50;40;51;43;49;37;39;40;;;;;
305;SABER1120121036459;44;49;41;26;36;41;39;29;;;;;
328;SABER1120121036460;44;43;47;45;47;29;40;33;;;;;
390;SABER1120121036461;59;54;49;37;46;52;47;46;;;;;
326;SABER1120121036462;41;41;36;39;39;49;42;39;;;;;
327;SABER1120121036463;46;57;42;29;46;38;29;40;;;;;
369;SABER1120121036464;50;46;47;48;46;45;44;43;;;;;
357;SABER1120121036465;50;51;36;46;44;54;36;40;;;;;
372;SABER1120121036466;54;49;44;48;51;50;39;37;;;;;
353;SABER1120121036467;46;49;52;46;42;45;36;37;;;;;
313;SABER1120121036468;41;46;28;34;44;33;44;43;;;;;
383;SABER1120121036469;54;51;51;41;47;50;52;37;;;;;
350;SABER1120121036470;50;44;42;36;47;48;43;40;;;;;
428;SABER1120121036471;54;51;56;49;53;55;51;59;;;;;
298;SABER1120121036472;31;40;48;19;45;42;40;33;;;;;
336;SABER1120121036473;56;25;47;43;48;47;44;26;;;;;
347;SABER1120121036474;44;46;40;39;58;39;39;42;;;;;
303;SABER1120121036475;46;37;38;36;36;41;32;37;;;;;
312;SABER1120121036476;48;49;38;38;40;44;24;31;;;;;
310;SABER1120121036477;46;54;42;3;46;42;42;35;;;;;
329;SABER1120121036478;46;59;40;36;40;29;37;42;;;;;
323;SABER1120121036479;44;46;44;43;37;40;40;29;;;;;
349;SABER1120121036480;50;41;48;22;49;43;45;51;;;;;
375;SABER1120121036481;59;40;44;48;51;45;57;31;;;;;
342;SABER1120121036482;50;34;44;44;46;45;36;43;;;;;
316;SABER1120121036483;38;40;42;29;42;43;42;40;;;;;
329;SABER1120121036484;50;46;40;39;44;35;32;43;;;;;
368;SABER1120121036485;54;43;45;49;44;51;39;43;;;;;
451;SABER1120121036486;61;47;57;52;58;63;65;48;;;;;
463;SABER1120121036487;54;49;53;60;51;59;72;65;;;;;
284;SABER1120121036488;46;18;38;32;34;36;47;33;;;;;
300;SABER1120121036489;35;33;36;35;49;28;42;42;;;;;
308;SABER1120121036490;36;47;41;42;36;37;32;37;;;;;
310;SABER1120121036491;44;29;42;38;37;45;40;35;;;;;
287;SABER1120121036492;41;29;44;34;42;30;36;31;;;;;
246;SABER1120121036493;26;33;40;34;30;38;25;20;;;;;
311;SABER1120121036494;54;37;40;3;49;49;39;40;;;;;
322;SABER1120121036495;50;47;36;34;44;38;42;31;;;;;
317;SABER1120121036496;41;40;40;41;26;44;52;33;;;;;
275;SABER1120121036497;44;25;39;23;30;40;43;31;;;;;
278;SABER1120121036498;35;46;31;29;33;35;36;33;;;;;
310;SABER1120121036499;44;40;42;34;42;38;39;31;;;;;
292;SABER1120121036500;46;34;38;26;42;36;33;37;;;;;
330;SABER1120121036501;44;41;41;34;48;38;49;35;;;;;
361;SABER1120121036502;54;47;46;38;51;40;37;48;;;;;
289;SABER1120121036503;39;47;41;35;42;39;32;14;;;;;
313;SABER1120121036504;46;47;42;34;39;36;36;33;;;;;
286;SABER1120121036505;38;30;40;31;33;39;44;31;;;;;
382;SABER1120121036506;48;40;58;48;47;48;43;50;;;;;
416;SABER1120121036507;61;57;49;55;45;55;43;51;;;;;
298;SABER1120121036508;41;44;39;32;39;44;36;23;;;;;
417;SABER1120121036509;57;62;50;43;49;54;57;45;;;;;
371;SABER1120121036510;54;47;44;41;53;32;44;56;;;;;
430;SABER1120121036511;61;60;46;42;51;63;62;45;;;;;
384;SABER1120121036512;46;55;48;46;42;58;47;42;;;;;
368;SABER1120121036513;54;44;51;52;45;40;43;39;;;;;
405;SABER1120121036514;54;52;31;41;47;52;60;68;;;;;
394;SABER1120121036515;50;57;54;41;46;58;55;33;;;;;
333;SABER1120121036516;46;59;47;26;44;43;42;26;;;;;
468;SABER1120121036517;52;71;54;60;49;63;69;50;;;;;
329;SABER1120121036518;48;43;44;39;39;39;44;33;;;;;
460;SABER1120121036519;52;83;56;37;55;50;68;59;;;;;
301;SABER1120121036520;41;30;40;29;44;43;32;42;;;;;
307;SABER1120121036521;48;51;36;29;37;38;33;35;;;;;
315;SABER1120121036522;48;43;47;35;49;28;39;26;;;;;
315;SABER1120121036523;44;44;34;17;42;45;28;61;;;;;
429;SABER1120121036524;61;57;49;48;60;50;52;52;;;;;
482;SABER1120121036525;48;54;55;54;61;55;72;83;;;;;
401;SABER1120121036526;50;49;47;49;44;48;42;72;;;;;
498;SABER1120121036527;61;74;55;53;49;54;69;83;;;;;
529;SABER1120121036528;57;62;62;63;69;61;72;83;;;;;
466;SABER1120121036529;56;68;52;41;57;56;68;68;;;;;
385;SABER1120121036530;46;46;47;43;49;41;50;63;;;;;
361;SABER1120121036531;44;43;49;41;44;43;52;45;;;;;
317;SABER1120121036532;39;52;40;22;46;39;36;43;;;;;
506;SABER1120121036533;54;68;50;64;62;68;65;75;;;;;
414;SABER1120121036534;46;65;47;48;62;49;54;43;;;;;
500;SABER1120121036535;71;65;57;60;61;71;59;56;;;;;
555;SABER1120121036536;66;83;53;69;73;60;63;88;;;;;
460;SABER1120121036537;59;51;55;50;58;58;52;77;;;;;
522;SABER1120121036538;69;83;60;50;60;58;77;65;;;;;
325;SABER1120121036539;48;37;40;26;46;41;39;48;;;;;
297;SABER1120121036540;0;51;0;41;51;60;57;37;;;;;
333;SABER1120121036541;39;33;45;36;45;55;43;37;;;;;
308;SABER1120121036542;38;43;44;31;36;41;29;46;;;;;
393;SABER1120121036543;52;49;51;46;58;47;47;43;;;;;
322;SABER1120121036544;41;25;45;36;51;40;49;35;;;;;
337;SABER1120121036545;52;46;42;39;39;49;33;37;;;;;
345;SABER1120121036546;41;54;44;44;44;43;36;39;;;;;
354;SABER1120121036547;50;40;45;39;51;56;44;29;;;;;
303;SABER1120121036548;41;29;42;32;42;44;36;37;;;;;
363;SABER1120121036549;52;51;49;41;44;49;42;35;;;;;
402;SABER1120121036550;52;57;47;40;51;55;65;35;;;;;
351;SABER1120121036551;48;46;46;39;49;47;39;37;;;;;
335;SABER1120121036552;44;37;48;36;46;45;42;37;;;;;
292;SABER1120121036553;41;34;34;30;40;42;29;42;;;;;
531;SABER1120121036554;75;65;73;65;63;60;69;61;;;;;
371;SABER1120121036555;48;40;44;43;51;41;39;65;;;;;
453;SABER1120121036556;50;65;51;45;58;70;66;48;;;;;
334;SABER1120121036557;46;49;36;43;49;45;33;33;;;;;
403;SABER1120121036558;50;62;52;46;51;49;50;43;;;;;
511;SABER1120121036559;59;65;67;57;63;63;69;68;;;;;
336;SABER1120121036560;52;33;40;42;42;46;48;33;;;;;
324;SABER1120121036561;35;43;44;29;56;48;36;33;;;;;
287;SABER1120121036562;35;40;40;36;30;38;33;35;;;;;
589;SABER1120121036563;65;90;64;67;56;70;81;96;;;;;
608;SABER1120121036564;79;75;69;71;66;66;86;96;;;;;
580;SABER1120121036565;76;75;65;66;63;63;72;100;;;;;
559;SABER1120121036566;59;78;58;65;69;68;82;80;;;;;
453;SABER1120121036567;54;68;58;58;44;54;57;60;;;;;
624;SABER1120121036568;72;89;66;67;63;70;105;92;;;;;
580;SABER1120121036569;72;84;60;66;63;66;81;88;;;;;
560;SABER1120121036570;68;79;58;60;63;63;81;88;;;;;
540;SABER1120121036571;54;84;58;61;55;68;77;83;;;;;
570;SABER1120121036572;69;91;58;72;58;61;86;75;;;;;
591;SABER1120121036573;72;91;57;55;69;66;93;88;;;;;
501;SABER1120121036574;59;71;58;57;61;55;65;75;;;;;
560;SABER1120121036575;63;57;54;83;65;58;80;100;;;;;
599;SABER1120121036576;65;100;64;74;68;65;80;83;;;;;
503;SABER1120121036577;50;89;60;50;49;59;81;65;;;;;
555;SABER1120121036578;61;79;58;57;61;57;94;88;;;;;
573;SABER1120121036579;69;89;58;61;58;68;82;88;;;;;
576;SABER1120121036580;61;83;62;58;65;72;87;88;;;;;
620;SABER1120121036581;76;91;67;74;62;65;97;88;;;;;
659;SABER1120121036582;66;115;69;68;72;72;97;100;;;;;
638;SABER1120121036583;65;93;55;75;82;81;87;100;;;;;
324;SABER1120121036584;46;49;48;41;34;38;29;39;;;;;
374;SABER1120121036585;50;43;44;50;45;47;49;46;;;;;
450;SABER1120121036586;63;55;62;60;51;45;59;55;;;;;
323;SABER1120121036587;50;40;42;36;39;41;29;46;;;;;
388;SABER1120121036588;50;49;45;33;49;53;52;57;;;;;
387;SABER1120121036589;50;47;53;38;45;59;49;46;;;;;
462;SABER1120121036590;66;51;58;50;61;63;60;53;;;;;
348;SABER1120121036591;59;40;47;41;46;47;39;29;;;;;
311;SABER1120121036592;27;43;47;41;36;43;39;35;;;;;
363;SABER1120121036593;50;41;46;44;44;45;54;39;;;;;
402;SABER1120121036594;57;46;53;45;51;53;54;43;;;;;
348;SABER1120121036595;46;44;51;29;60;38;47;33;;;;;
443;SABER1120121036596;54;62;56;48;57;58;52;56;;;;;
322;SABER1120121036597;46;41;42;29;42;45;42;35;;;;;
459;SABER1120121036598;63;55;60;61;65;54;54;47;;;;;
299;SABER1120121036599;44;49;38;31;33;37;24;43;;;;;
322;SABER1120121036600;46;40;38;18;44;49;44;43;;;;;
437;SABER1120121036601;61;69;48;41;54;59;57;48;;;;;
440;SABER1120121036602;56;72;48;50;55;54;60;45;;;;;
470;SABER1120121036603;46;75;64;58;51;68;63;45;;;;;
416;SABER1120121036604;61;69;57;46;53;49;44;37;;;;;
373;SABER1120121036605;50;59;48;37;46;45;49;39;;;;;
366;SABER1120121036606;50;49;46;36;45;42;52;46;;;;;
303;SABER1120121036607;48;24;49;37;49;35;28;33;;;;;
301;SABER1120121036608;44;37;45;34;33;35;36;37;;;;;
285;SABER1120121036609;48;30;39;33;37;42;17;39;;;;;
312;SABER1120121036610;26;43;40;36;42;42;40;43;;;;;
367;SABER1120121036611;50;46;42;43;39;49;59;39;;;;;
367;SABER1120121036612;52;44;46;37;44;51;54;39;;;;;
325;SABER1120121036613;54;40;44;33;47;47;29;31;;;;;
349;SABER1120121036614;50;46;42;41;44;47;39;40;;;;;
340;SABER1120121036615;44;46;48;37;53;36;36;40;;;;;
357;SABER1120121036616;52;34;50;44;44;43;48;42;;;;;
330;SABER1120121036617;41;47;44;39;51;37;42;29;;;;;
448;SABER1120121036618;54;62;51;33;66;66;66;50;;;;;
332;SABER1120121036619;48;33;44;38;42;42;52;33;;;;;
397;SABER1120121036620;54;57;52;26;49;55;65;39;;;;;
410;SABER1120121036621;48;46;49;48;55;58;63;43;;;;;
317;SABER1120121036622;31;33;46;32;42;47;47;39;;;;;
470;SABER1120121036623;52;66;48;53;62;72;62;55;;;;;
448;SABER1120121036624;56;57;51;47;63;55;59;60;;;;;
392;SABER1120121036625;50;41;53;40;58;59;45;46;;;;;
449;SABER1120121036626;52;68;56;49;56;63;62;43;;;;;
341;SABER1120121036627;52;51;38;39;39;35;39;48;;;;;
487;SABER1120121036628;59;62;60;60;63;57;76;50;;;;;
348;SABER1120121036629;52;44;46;39;44;37;44;42;;;;;
384;SABER1120121036630;61;52;44;50;47;47;46;37;;;;;
392;SABER1120121036631;54;62;44;26;46;58;55;47;;;;;
408;SABER1120121036632;50;44;55;52;37;44;66;60;;;;;
367;SABER1120121036633;48;37;45;46;44;49;55;43;;;;;
383;SABER1120121036634;50;52;47;55;44;52;44;39;;;;;
367;SABER1120121036635;59;43;40;52;51;45;32;45;;;;;
366;SABER1120121036636;50;46;49;48;49;48;37;39;;;;;
361;SABER1120121036637;50;49;48;43;37;47;47;40;;;;;
548;SABER1120121036638;70;69;62;71;67;56;61;92;;;;;
465;SABER1120121036639;60;66;57;45;53;53;51;80;;;;;
496;SABER1120121036640;59;65;60;61;58;56;60;77;;;;;
531;SABER1120121036641;59;74;62;55;60;58;75;88;;;;;
447;SABER1120121036642;63;54;49;49;46;45;45;96;;;;;
489;SABER1120121036643;61;66;51;65;46;60;52;88;;;;;
543;SABER1120121036644;65;75;58;54;66;61;72;92;;;;;
414;SABER1120121036645;57;52;45;27;54;50;52;77;;;;;
496;SABER1120121036646;61;62;60;58;60;56;62;77;;;;;
499;SABER1120121036647;61;57;57;58;60;56;62;88;;;;;
504;SABER1120121036648;61;71;60;50;65;58;62;77;;;;;
508;SABER1120121036649;68;71;57;42;56;59;59;96;;;;;
431;SABER1120121036650;56;49;51;48;51;50;49;77;;;;;
483;SABER1120121036651;66;54;49;60;51;48;63;92;;;;;
575;SABER1120121036652;69;69;65;68;72;60;80;92;;;;;
597;SABER1120121036653;71;84;64;67;66;63;86;96;;;;;
365;SABER1120121036654;46;48;39;41;47;45;51;48;;;;;
392;SABER1120121036655;46;45;44;37;51;47;54;68;;;;;
409;SABER1120121036656;48;66;44;45;49;54;61;42;;;;;
360;SABER1120121036657;38;42;44;49;47;49;45;46;;;;;
380;SABER1120121036658;56;54;53;37;43;49;48;40;;;;;
297;SABER1120121036659;46;37;45;26;42;35;23;43;;;;;
365;SABER1120121036660;54;43;49;34;46;49;44;46;;;;;
365;SABER1120121036661;54;62;45;31;44;52;32;45;;;;;
319;SABER1120121036662;48;33;44;35;36;35;45;43;;;;;
333;SABER1120121036663;52;54;44;34;39;39;42;29;;;;;
428;SABER1120121036664;54;46;50;52;44;48;54;80;;;;;
412;SABER1120121036665;57;54;60;44;44;46;54;53;;;;;
351;SABER1120121036666;50;46;38;37;44;45;54;37;;;;;
381;SABER1120121036667;48;54;50;47;46;55;36;45;;;;;
439;SABER1120121036668;59;60;53;48;47;63;63;46;;;;;
448;SABER1120121036669;50;49;58;53;53;56;57;72;;;;;
393;SABER1120121036670;48;49;48;44;44;46;57;57;;;;;
326;SABER1120121036671;46;41;41;34;33;50;42;39;;;;;
389;SABER1120121036672;50;51;52;45;49;59;43;40;;;;;
338;SABER1120121036673;38;49;49;22;42;41;50;47;;;;;
349;SABER1120121036674;46;49;50;39;49;41;32;43;;;;;
417;SABER1120121036675;63;57;49;53;46;49;52;48;;;;;
456;SABER1120121036676;59;57;49;53;55;54;72;57;;;;;
338;SABER1120121036677;54;47;46;32;46;37;45;31;;;;;
385;SABER1120121036678;56;52;44;39;48;52;44;50;;;;;
305;SABER1120121036679;50;41;36;27;37;35;40;39;;;;;
318;SABER1120121036680;44;40;36;32;48;42;47;29;;;;;
383;SABER1120121036681;57;43;54;43;53;47;44;42;;;;;
318;SABER1120121036682;44;37;38;29;44;43;48;35;;;;;
357;SABER1120121036683;48;52;42;35;39;53;57;31;;;;;
360;SABER1120121036684;52;54;45;32;36;48;48;45;;;;;
331;SABER1120121036685;48;49;38;26;55;50;32;33;;;;;
289;SABER1120121036686;52;41;42;29;26;37;42;20;;;;;
290;SABER1120121036687;36;34;34;37;37;30;36;46;;;;;
285;SABER1120121036688;35;37;28;31;51;32;36;35;;;;;
304;SABER1120121036689;43;31;37;28;49;45;38;33;;;;;
315;SABER1120121036690;43;35;31;33;41;47;42;43;;;;;
412;SABER1120121036691;54;62;50;43;46;50;52;55;;;;;
376;SABER1120121036692;48;54;51;42;44;55;39;43;;;;;
329;SABER1120121036693;44;49;42;29;44;50;36;35;;;;;
337;SABER1120121036694;48;43;48;32;39;51;45;31;;;;;
366;SABER1120121036695;66;47;51;33;40;44;46;39;;;;;
364;SABER1120121036696;54;43;45;38;42;45;54;43;;;;;
297;SABER1120121036697;41;37;36;39;36;37;32;39;;;;;
381;SABER1120121036698;44;40;56;48;49;50;55;39;;;;;
374;SABER1120121036699;50;62;33;36;53;47;50;43;;;;;
299;SABER1120121036700;32;49;42;46;36;32;29;33;;;;;
254;SABER1120121036701;48;25;36;13;26;32;37;37;;;;;
362;SABER1120121036702;56;43;40;35;49;45;51;43;;;;;
294;SABER1120121036703;41;37;36;31;39;35;42;33;;;;;
337;SABER1120121036704;44;33;42;45;42;48;40;43;;;;;
278;SABER1120121036705;46;25;28;12;46;44;44;33;;;;;
378;SABER1120121036706;58;48;37;49;30;40;57;59;;;;;
431;SABER1120121036707;54;48;48;52;51;56;57;65;;;;;
455;SABER1120121036708;52;63;59;45;51;56;64;65;;;;;
387;SABER1120121036709;50;51;48;28;51;56;70;33;;;;;
470;SABER1120121036710;58;51;57;56;47;54;67;80;;;;;
406;SABER1120121036711;46;52;48;37;44;50;49;80;;;;;
474;SABER1120121036712;63;59;60;61;60;52;60;59;;;;;
352;SABER1120121036713;46;37;51;40;42;48;51;37;;;;;
295;SABER1120121036714;44;25;42;33;40;35;37;39;;;;;
422;SABER1120121036715;54;65;52;55;53;45;47;51;;;;;
338;SABER1120121036716;59;40;45;18;46;49;44;37;;;;;
340;SABER1120121036717;48;41;39;39;39;47;36;51;;;;;
479;SABER1120121036718;56;65;66;48;63;62;72;47;;;;;
455;SABER1120121036719;61;54;50;58;55;56;69;52;;;;;
352;SABER1120121036720;46;54;56;33;49;40;24;50;;;;;
316;SABER1120121036721;41;40;36;37;46;36;33;47;;;;;
539;SABER1120121036722;61;74;58;61;62;65;75;83;;;;;
406;SABER1120121036723;63;51;47;37;46;54;49;59;;;;;
425;SABER1120121036724;66;57;51;43;44;47;47;70;;;;;
411;SABER1120121036725;54;52;52;38;47;52;57;59;;;;;
383;SABER1120121036726;57;46;45;38;45;47;60;45;;;;;
236;SABER1120121036727;35;9;38;39;36;41;24;14;;;;;
369;SABER1120121036728;52;51;46;36;42;45;44;53;;;;;
366;SABER1120121036729;57;51;42;35;44;46;48;43;;;;;
396;SABER1120121036730;56;57;52;37;53;53;51;37;;;;;
294;SABER1120121036731;32;49;40;35;29;32;42;35;;;;;
446;SABER1120121036732;59;71;38;58;51;56;52;61;;;;;
416;SABER1120121036733;61;62;48;47;51;41;45;61;;;;;
442;SABER1120121036734;59;51;62;52;46;48;65;59;;;;;
343;SABER1120121036735;52;46;40;44;44;39;39;39;;;;;
338;SABER1120121036736;54;46;38;43;46;38;33;40;;;;;
375;SABER1120121036737;59;40;45;46;48;50;54;33;;;;;
355;SABER1120121036738;41;40;53;36;33;52;50;50;;;;;
415;SABER1120121036739;48;52;48;53;49;52;57;56;;;;;
357;SABER1120121036740;61;52;46;35;36;43;39;45;;;;;
461;SABER1120121036741;54;65;58;49;58;57;57;63;;;;;
359;SABER1120121036742;56;55;46;36;40;40;46;40;;;;;
330;SABER1120121036743;50;46;50;31;33;41;36;43;;;;;
253;SABER1120121036744;50;37;28;32;9;32;32;33;;;;;
406;SABER1120121036745;59;43;50;53;55;49;49;48;;;;;
376;SABER1120121036746;56;59;62;23;51;48;37;40;;;;;
496;SABER1120121036747;57;71;62;67;58;63;63;55;;;;;
449;SABER1120121036748;48;57;54;45;56;66;66;57;;;;;
333;SABER1120121036749;46;57;50;0;42;41;50;47;;;;;
421;SABER1120121036750;59;49;46;50;55;62;52;48;;;;;
374;SABER1120121036751;48;49;47;35;56;51;45;43;;;;;
450;SABER1120121036752;57;62;52;44;58;55;57;65;;;;;
370;SABER1120121036753;48;52;44;32;46;55;45;48;;;;;
503;SABER1120121036754;56;78;58;55;55;58;60;83;;;;;
513;SABER1120121036755;57;62;65;64;72;68;65;60;;;;;
473;SABER1120121036756;61;71;60;46;55;58;57;65;;;;;
405;SABER1120121036757;59;49;56;61;46;47;44;43;;;;;
486;SABER1120121036758;59;91;48;55;51;55;66;61;;;;;
417;SABER1120121036759;52;54;50;55;57;52;54;43;;;;;
366;SABER1120121036760;50;46;50;44;46;45;42;43;;;;;
432;SABER1120121036761;41;68;66;32;51;62;59;53;;;;;
400;SABER1120121036762;54;57;55;47;53;50;42;42;;;;;
320;SABER1120121036763;48;43;40;29;39;47;39;35;;;;;
346;SABER1120121036764;54;46;47;36;42;43;39;39;;;;;
301;SABER1120121036765;44;51;31;27;34;40;43;31;;;;;
353;SABER1120121036766;48;43;48;36;51;42;43;42;;;;;
329;SABER1120121036767;39;46;38;37;39;47;44;39;;;;;
381;SABER1120121036768;56;44;58;44;46;45;45;43;;;;;
345;SABER1120121036769;48;46;45;35;49;46;45;31;;;;;
427;SABER1120121036770;59;57;53;47;46;55;62;48;;;;;
302;SABER1120121036771;39;41;39;33;40;35;49;26;;;;;
338;SABER1120121036772;48;52;33;36;44;47;36;42;;;;;
378;SABER1120121036773;48;43;44;42;51;50;57;43;;;;;
469;SABER1120121036774;57;71;62;52;53;59;59;56;;;;;
335;SABER1120121036775;50;49;44;27;37;42;49;37;;;;;
378;SABER1120121036776;54;54;54;18;55;52;52;39;;;;;
237;SABER1120121036777;35;18;36;22;34;33;33;26;;;;;
386;SABER1120121036778;52;41;55;54;51;46;45;42;;;;;
360;SABER1120121036779;52;46;45;41;48;44;39;45;;;;;
308;SABER1120121036780;44;37;40;42;39;39;36;31;;;;;
276;SABER1120121036781;48;40;36;29;30;33;29;31;;;;;
374;SABER1120121036782;48;57;45;41;49;45;46;43;;;;;
424;SABER1120121036783;61;46;60;42;49;59;48;59;;;;;
374;SABER1120121036784;54;46;50;48;53;44;39;40;;;;;
433;SABER1120121036785;66;54;49;55;56;53;43;57;;;;;
316;SABER1120121036786;35;40;42;36;33;43;44;43;;;;;
412;SABER1120121036787;59;54;49;53;51;44;49;53;;;;;
318;SABER1120121036788;50;24;42;38;45;38;46;35;;;;;
399;SABER1120121036789;52;52;51;39;48;47;62;48;;;;;
463;SABER1120121036790;38;62;50;53;86;62;72;40;;;;;
327;SABER1120121036791;52;41;41;32;46;39;39;37;;;;;
310;SABER1120121036792;41;40;44;36;42;45;33;29;;;;;
313;SABER1120121036793;44;30;49;46;44;33;36;31;;;;;
362;SABER1120121036794;52;40;51;40;42;46;48;43;;;;;
354;SABER1120121036795;50;52;57;35;39;41;28;52;;;;;
460;SABER1120121036796;59;65;56;46;53;60;62;59;;;;;
343;SABER1120121036797;48;49;44;26;46;43;42;45;;;;;
387;SABER1120121036798;54;40;54;60;46;48;39;46;;;;;
301;SABER1120121036799;46;49;38;26;33;39;28;42;;;;;
307;SABER1120121036800;41;51;53;34;42;30;25;31;;;;;
323;SABER1120121036801;50;51;46;22;42;43;32;37;;;;;
398;SABER1120121036802;61;46;51;54;44;46;48;48;;;;;
382;SABER1120121036803;52;54;36;50;47;50;46;47;;;;;
341;SABER1120121036804;46;49;48;46;42;41;32;37;;;;;
343;SABER1120121036805;46;51;42;34;49;39;36;46;;;;;
363;SABER1120121036806;48;47;44;42;53;50;39;40;;;;;
336;SABER1120121036807;54;37;44;31;49;43;32;46;;;;;
399;SABER1120121036808;54;51;52;40;63;43;51;45;;;;;
330;SABER1120121036809;54;46;36;35;42;41;39;37;;;;;
369;SABER1120121036810;48;49;44;44;49;48;42;45;;;;;
343;SABER1120121036811;54;40;44;44;36;43;42;40;;;;;
317;SABER1120121036812;41;46;40;43;46;41;29;31;;;;;
371;SABER1120121036813;63;47;55;46;44;45;36;35;;;;;
382;SABER1120121036814;48;62;45;41;51;45;50;40;;;;;
374;SABER1120121036815;39;47;46;46;44;49;52;51;;;;;
323;SABER1120121036816;54;40;45;40;36;39;32;37;;;;;
284;SABER1120121036817;48;33;34;32;46;40;25;26;;;;;
383;SABER1120121036818;59;49;44;49;51;51;32;48;;;;;
365;SABER1120121036819;31;46;57;41;44;45;42;59;;;;;
378;SABER1120121036820;63;44;44;52;39;45;48;43;;;;;
393;SABER1120121036821;59;46;51;42;53;55;45;42;;;;;
326;SABER1120121036822;48;47;49;26;44;38;39;35;;;;;
334;SABER1120121036823;36;52;39;34;44;45;42;42;;;;;
309;SABER1120121036824;46;40;31;38;40;42;29;43;;;;;
368;SABER1120121036825;44;46;51;43;44;45;52;43;;;;;
401;SABER1120121036826;61;60;51;43;55;52;44;35;;;;;
392;SABER1120121036827;44;57;46;43;45;52;60;45;;;;;
374;SABER1120121036828;52;41;62;49;49;50;36;35;;;;;
454;SABER1120121036829;66;51;52;52;56;63;69;45;;;;;
320;SABER1120121036830;44;37;36;35;51;39;39;39;;;;;
365;SABER1120121036831;57;40;40;46;39;42;42;59;;;;;
491;SABER1120121036832;59;84;53;53;51;65;75;51;;;;;
377;SABER1120121036833;65;49;42;43;45;45;46;42;;;;;
344;SABER1120121036834;46;43;45;41;39;43;39;48;;;;;
348;SABER1120121036835;46;41;44;45;42;42;40;48;;;;;
413;SABER1120121036836;59;52;51;46;39;54;55;57;;;;;
355;SABER1120121036837;52;46;34;38;45;48;49;43;;;;;
433;SABER1120121036838;61;54;60;45;56;55;46;56;;;;;
458;SABER1120121036839;59;57;57;60;61;63;49;52;;;;;
319;SABER1120121036840;46;29;47;31;44;41;44;37;;;;;
335;SABER1120121036841;50;34;47;39;42;47;36;40;;;;;
436;SABER1120121036842;57;68;47;50;60;56;52;46;;;;;
484;SABER1120121036843;54;69;53;53;62;68;65;60;;;;;
320;SABER1120121036844;48;40;36;39;39;49;32;37;;;;;
478;SABER1120121036845;61;65;54;55;53;60;50;80;;;;;
310;SABER1120121036846;46;43;40;33;49;40;24;35;;;;;
361;SABER1120121036847;44;46;44;39;49;52;44;43;;;;;
297;SABER1120121036848;52;51;38;35;42;37;39;3;;;;;
363;SABER1120121036849;50;49;51;39;48;44;39;43;;;;;
513;SABER1120121036850;66;78;64;67;58;63;69;48;;;;;
415;SABER1120121036851;59;49;49;44;51;55;65;43;;;;;
292;SABER1120121036852;44;40;38;32;26;30;42;40;;;;;
308;SABER1120121036853;41;43;34;39;44;42;25;40;;;;;
327;SABER1120121036854;41;46;42;37;46;39;39;37;;;;;
304;SABER1120121036855;44;49;31;40;36;43;28;33;;;;;
324;SABER1120121036856;54;40;38;31;46;39;36;40;;;;;
366;SABER1120121036857;48;52;62;35;42;28;54;45;;;;;
339;SABER1120121036858;44;49;42;19;49;47;43;46;;;;;
182;SABER1120121036859;0;18;28;22;44;42;25;3;;;;;
311;SABER1120121036860;26;46;45;30;47;42;40;35;;;;;
358;SABER1120121036861;48;43;50;47;44;41;48;37;;;;;
329;SABER1120121036862;46;44;41;34;42;45;32;45;;;;;
344;SABER1120121036863;44;43;44;43;42;47;29;52;;;;;
465;SABER1120121036864;56;54;56;58;55;60;66;60;;;;;
384;SABER1120121036865;52;63;48;40;49;48;51;33;;;;;
409;SABER1120121036866;56;63;51;34;53;52;52;48;;;;;
324;SABER1120121036867;52;40;50;35;29;43;42;33;;;;;
376;SABER1120121036868;61;47;49;43;42;45;44;45;;;;;
418;SABER1120121036869;50;51;50;48;51;60;57;51;;;;;
557;SABER1120121036870;61;101;62;61;62;62;71;77;;;;;
412;SABER1120121036871;56;57;53;48;46;49;57;46;;;;;
376;SABER1120121036872;59;55;44;27;45;47;54;45;;;;;
419;SABER1120121036873;59;57;36;35;51;57;69;55;;;;;
401;SABER1120121036874;52;57;52;41;44;56;49;50;;;;;
345;SABER1120121036875;52;51;42;34;39;40;44;43;;;;;
392;SABER1120121036876;61;63;41;48;48;42;42;47;;;;;
446;SABER1120121036877;66;57;60;44;53;63;57;46;;;;;
517;SABER1120121036878;68;78;62;63;51;70;72;53;;;;;
466;SABER1120121036879;56;59;62;57;58;63;66;45;;;;;
329;SABER1120121036880;41;43;42;36;49;42;37;39;;;;;
